dist,space,own,resp,Midbreak,LoopTask.thisRepN,LoopTask.thisTrialN,LoopTask.thisN,LoopTask.thisIndex,Bloc_1.thisRepN,Bloc_1.thisTrialN,Bloc_1.thisN,Bloc_1.thisIndex,KeyA,KeyB,Owner,Other,key_instruct.started,text_norm_2.started,image.started,picload.started,jitter,Mask_2.started,Mask_2.stopped,pos,space,col,name,trialtype,Stim.started,key_resp.keys,text_2.started,key_resp.started,TextEnd.started,key_instruct_3.started,participant,Owner,KeyA,threshold,date,expName,psychopyVersion,frameRate,
2,BOUND,S,y,n,3,0,3,0,0,5,5,5,a,,yellow,,,,,,2,1341.6968309000367,1343.741132199997,25,BOUND,y,stim_25_y_u.jpg,filler,1343.741132199997,None,1346.221922500059,1346.221922500059,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,S,n,n,3,0,3,0,0,6,6,6,a,,yellow,,,,,,4,1347.424174200045,1351.477707299986,25,PPS,y,stim_25_y_u.jpg,test,1351.477707299986,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,O,n,n,3,0,3,0,0,7,7,7,a,,yellow,,,,,,2,1353.9510456999997,1355.9973246000009,25,PPS,b,stim_25_b_u.jpg,test,1355.9973246000009,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,O,n,n,3,0,3,0,0,8,8,8,a,,yellow,,,,,,2,1358.4804062000476,1360.526893800008,75,EPS,b,stim_75_b_u.jpg,test,1360.526893800008,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,S,n,n,3,0,3,0,0,9,9,9,a,,yellow,,,,,,12,1363.0098374000518,1375.0671260000672,25,PPS,y,stim_25_y_u.jpg,test,1375.0671260000672,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,O,n,n,3,0,3,0,0,10,10,10,a,,yellow,,,,,,4,1377.529048299999,1381.593978799996,25,BOUND,b,stim_25_b_u.jpg,test,1381.593978799996,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,O,n,n,3,0,3,0,0,11,11,11,a,,yellow,,,,,,2,1384.0566353000468,1386.1056626000209,75,EPS,b,stim_75_b_u.jpg,test,1386.1056626000209,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,S,y,n,3,0,3,0,0,12,12,12,a,,yellow,,,,,,2,1388.5860420999816,1390.6658214000054,75,EPS,y,stim_75_y_u.jpg,filler,1390.6658214000054,None,1393.1113634000067,1393.1113634000067,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,BOUND,S,n,n,3,0,3,0,0,13,13,13,a,,yellow,,,,,,4,1394.3138136999914,1398.3613508000271,75,BOUND,y,stim_75_y_u.jpg,test,1398.3613508000271,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,O,n,n,3,0,3,0,0,14,14,14,a,,yellow,,,,,,2,1400.8424425000558,1402.8864063000074,25,PPS,b,stim_25_b_u.jpg,test,1402.8864063000074,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,O,n,n,3,0,3,0,0,15,15,15,a,,yellow,,,,,,6,1405.370558100054,1411.414078300004,80,EPS,b,stim_80_b_u.jpg,test,1411.414078300004,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,O,y,n,3,0,3,0,0,16,16,16,a,,yellow,,,,,,2,1413.897467300063,1415.9432266000658,75,EPS,b,stim_75_b_u.jpg,filler,1415.9432266000658,None,1418.4209188000532,1418.4209188000532,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,O,n,n,3,0,3,0,0,17,17,17,a,,yellow,,,,,,4,1419.6238779000705,1423.7090833000839,25,PPS,b,stim_25_b_u.jpg,test,1423.7090833000839,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,BOUND,S,n,n,3,0,3,0,0,18,18,18,a,,yellow,,,,,,2,1426.1512218000134,1428.1968649000628,25,BOUND,y,stim_25_y_u.jpg,test,1428.1968649000628,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,O,y,n,3,0,3,0,0,19,19,19,a,,yellow,,,,,,10,1430.6797319999896,1440.7297311000293,25,PPS,b,stim_25_b_u.jpg,filler,1440.7297311000293,None,1443.1980753000826,1443.1980753000826,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,O,n,n,3,0,3,0,0,20,20,20,a,,yellow,,,,,,4,1444.4006467000581,1448.4894721000455,30,PPS,b,stim_30_b_u.jpg,test,1448.4894721000455,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,O,n,n,3,0,3,0,0,21,21,21,a,,yellow,,,,,,2,1450.9280878000427,1452.9741618999979,80,EPS,b,stim_80_b_u.jpg,test,1452.9741618999979,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,S,n,n,3,0,3,0,0,22,22,22,a,,yellow,,,,,,8,1455.4569509000285,1463.4983033000026,75,EPS,y,stim_75_y_u.jpg,test,1463.4983033000026,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,S,n,n,3,0,3,0,0,23,23,23,a,,yellow,,,,,,4,1465.9805046999827,1470.027734400006,75,EPS,y,stim_75_y_u.jpg,test,1470.027734400006,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,O,n,n,3,0,3,0,0,24,24,24,a,,yellow,,,,,,10,1472.507447800017,1482.65869270009,30,PPS,b,stim_30_b_u.jpg,test,1482.65869270009,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,S,n,n,3,0,3,0,0,25,25,25,a,,yellow,,,,,,2,1485.0289692999795,1487.1238850000082,25,PPS,y,stim_25_y_u.jpg,test,1487.1238850000082,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,O,n,n,3,0,3,0,0,26,26,26,a,,yellow,,,,,,4,1489.5585431000218,1493.6012196000665,30,PPS,b,stim_30_b_u.jpg,test,1493.6012196000665,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,O,n,n,3,0,3,0,0,27,27,27,a,,yellow,,,,,,4,1496.0860360000515,1500.1558072000043,30,PPS,b,stim_30_b_u.jpg,test,1500.1558072000043,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,O,n,n,3,0,3,0,0,28,28,28,a,,yellow,,,,,,4,1502.6128284999868,1506.6655187000288,30,BOUND,b,stim_30_b_u.jpg,test,1506.6655187000288,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,S,n,n,3,0,3,0,0,29,29,29,a,,yellow,,,,,,2,1509.139731100062,1511.2829099000664,30,PPS,y,stim_30_y_u.jpg,test,1511.2829099000664,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,O,n,n,3,0,3,0,0,30,30,30,a,,yellow,,,,,,4,1513.668638800038,1517.7158238000702,80,EPS,b,stim_80_b_u.jpg,test,1517.7158238000702,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,y,n,3,0,3,0,0,31,31,31,a,,yellow,,,,,,2,1520.196265000035,1522.242006800021,35,PPS,y,stim_35_y_u.jpg,filler,1522.242006800021,None,1524.7219018000178,1524.7219018000178,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,S,n,n,3,0,3,0,0,32,32,32,a,,yellow,,,,,,2,1525.924325000029,1527.9692393000005,30,PPS,y,stim_30_y_u.jpg,test,1527.9692393000005,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,S,n,n,3,0,3,0,0,33,33,33,a,,yellow,,,,,,2,1530.4532853000565,1532.501760700019,30,PPS,y,stim_30_y_u.jpg,test,1532.501760700019,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,O,n,n,3,0,3,0,0,34,34,34,a,,yellow,,,,,,2,1534.9825534999836,1537.0847374000587,35,PPS,b,stim_35_b_u.jpg,test,1537.0847374000587,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,S,n,n,3,0,3,0,0,35,35,35,a,,yellow,,,,,,10,1539.5110393000068,1549.5890029000584,75,EPS,y,stim_75_y_u.jpg,test,1549.5890029000584,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,O,n,n,3,0,3,0,0,36,36,36,a,,yellow,,,,,,4,1552.0335060000652,1556.0936107999878,80,EPS,b,stim_80_b_u.jpg,test,1556.0936107999878,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,O,n,n,3,0,3,0,0,37,37,37,a,,yellow,,,,,,2,1558.5603879999835,1560.6485264999792,35,PPS,b,stim_35_b_u.jpg,test,1560.6485264999792,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,S,n,n,3,0,3,0,0,38,38,38,a,,yellow,,,,,,2,1563.0891878000693,1565.1364238000242,80,EPS,y,stim_80_y_u.jpg,test,1565.1364238000242,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,S,n,n,3,0,3,0,0,39,39,39,a,,yellow,,,,,,4,1567.6183678000234,1571.6921801000135,80,EPS,y,stim_80_y_u.jpg,test,1571.6921801000135,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,n,n,3,0,3,0,0,40,40,40,a,,yellow,,,,,,2,1574.1462260000408,1576.1936436999822,85,EPS,b,stim_85_b_u.jpg,test,1576.1936436999822,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,S,n,n,3,0,3,0,0,41,41,41,a,,yellow,,,,,,4,1578.675285300007,1582.7211862000404,80,EPS,y,stim_80_y_u.jpg,test,1582.7211862000404,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,S,n,n,3,0,3,0,0,42,42,42,a,,yellow,,,,,,4,1585.2023308000062,1589.24746470002,80,EPS,y,stim_80_y_u.jpg,test,1589.24746470002,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,BOUND,O,n,n,3,0,3,0,0,43,43,43,a,,yellow,,,,,,2,1591.7293456000043,1593.8193531000288,80,BOUND,b,stim_80_b_u.jpg,test,1593.8193531000288,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,S,n,n,3,0,3,0,0,44,44,44,a,,yellow,,,,,,2,1596.2590248000342,1598.3433434000472,30,PPS,y,stim_30_y_u.jpg,test,1598.3433434000472,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,n,n,3,0,3,0,0,45,45,45,a,,yellow,,,,,,6,1600.787501999992,1606.8759946000064,85,EPS,b,stim_85_b_u.jpg,test,1606.8759946000064,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,n,n,3,0,3,0,0,46,46,46,a,,yellow,,,,,,2,1609.3128567000385,1611.4070280999877,85,EPS,b,stim_85_b_u.jpg,test,1611.4070280999877,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,n,n,3,0,3,0,0,47,47,47,a,,yellow,,,,,,2,1613.8431761000538,1615.8902898000088,35,PPS,y,stim_35_y_u.jpg,test,1615.8902898000088,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,n,n,3,0,3,0,0,48,48,48,a,,yellow,,,,,,4,1618.3712782000657,1622.4158711000346,35,PPS,y,stim_35_y_u.jpg,test,1622.4158711000346,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,S,n,n,3,0,3,0,0,49,49,49,a,,yellow,,,,,,2,1624.8989104999928,1626.9453394000884,85,EPS,y,stim_85_y_u.jpg,test,1626.9453394000884,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,n,n,3,0,3,0,0,50,50,50,a,,yellow,,,,,,2,1629.4273926999886,1631.5231510000303,85,EPS,b,stim_85_b_u.jpg,test,1631.5231510000303,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,S,n,n,3,0,3,0,0,51,51,51,a,,yellow,,,,,,6,1633.9565400000429,1639.9995588000165,85,EPS,y,stim_85_y_u.jpg,test,1639.9995588000165,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,S,n,n,3,0,3,0,0,52,52,52,a,,yellow,,,,,,2,1642.4817396000726,1644.5302233999828,85,EPS,y,stim_85_y_u.jpg,test,1644.5302233999828,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,O,n,n,3,0,3,0,0,53,53,53,a,,yellow,,,,,,6,1647.010992800002,1653.0573233000468,35,PPS,b,stim_35_b_u.jpg,test,1653.0573233000468,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,O,y,n,3,0,3,0,0,54,54,54,a,,yellow,,,,,,4,1655.5364629999967,1659.617194200051,35,BOUND,b,stim_35_b_u.jpg,filler,1659.617194200051,None,1662.0596650000662,1662.0596650000662,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,n,n,3,0,3,0,0,55,55,55,a,,yellow,,,,,,4,1663.262694300036,1667.3555984999985,35,PPS,y,stim_35_y_u.jpg,test,1667.3555984999985,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,O,n,n,3,0,3,0,0,56,56,56,a,,yellow,,,,,,4,1669.789806600078,1673.8810224999906,35,PPS,b,stim_35_b_u.jpg,test,1673.8810224999906,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,S,n,n,3,0,3,0,0,57,57,57,a,,yellow,,,,,,4,1676.3173067000462,1680.4322846999858,35,BOUND,y,stim_35_y_u.jpg,test,1680.4322846999858,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,S,n,n,3,0,3,0,0,58,58,58,a,,yellow,,,,,,2,1682.8445017000195,1684.9154272000305,85,EPS,y,stim_85_y_u.jpg,test,1684.9154272000305,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,n,n,3,0,3,0,0,59,59,59,a,,yellow,,,,,,2,1687.3733976000221,1689.4460667000385,35,PPS,y,stim_35_y_u.jpg,test,1689.4460667000385,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
,,,,,,,,,,,,,a,,yellow,,,,,,,,,,,,,,,,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691.8993083999958,1691.8993083999958,,,,,,,,,
