dist,space,own,resp,Midbreak,LoopTask.thisRepN,LoopTask.thisTrialN,LoopTask.thisN,LoopTask.thisIndex,Bloc_1.thisRepN,Bloc_1.thisTrialN,Bloc_1.thisN,Bloc_1.thisIndex,KeyA,KeyB,Owner,Other,key_instruct.started,text_norm_2.started,image.started,picload.started,jitter,Mask_2.started,Mask_2.stopped,pos,space,col,name,trialtype,Stim.started,key_resp.keys,text_2.started,key_resp.started,key_resp.rt,participant,Owner,KeyA,threshold,date,expName,psychopyVersion,frameRate,
2,EPS,S,n,n,1,0,1,0,0,22,22,22,a,,yellow,,,,,,8,590.7966009000011,598.8749623999975,80,EPS,y,stim_80_y_u.jpg,test,598.8749623999975,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,PPS,S,n,n,1,0,1,0,0,23,23,23,a,,yellow,,,,,,4,601.3206057999996,605.3854439999996,30,PPS,y,stim_30_y_u.jpg,test,605.3854439999996,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,PPS,O,y,n,1,0,1,0,0,24,24,24,a,,yellow,,,,,,10,607.8474873000014,617.9072104000006,30,PPS,b,stim_30_b_u.jpg,filler,617.9072104000006,None,620.3688809000014,620.3688809000014,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,EPS,S,n,n,1,0,1,0,0,25,25,25,a,,yellow,,,,,,2,621.5681656000015,623.6368403000015,80,EPS,y,stim_80_y_u.jpg,test,623.6368403000015,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,PPS,S,n,n,1,0,1,0,0,26,26,26,a,,yellow,,,,,,4,626.0968332999983,630.1714750000028,30,PPS,y,stim_30_y_u.jpg,test,630.1714750000028,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,PPS,O,n,n,1,0,1,0,0,27,27,27,a,,yellow,,,,,,4,632.6238962999996,636.708848000002,30,PPS,b,stim_30_b_u.jpg,test,636.708848000002,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,EPS,S,n,n,1,0,1,0,0,28,28,28,a,,yellow,,,,,,4,639.1512201000005,643.2189348000029,80,EPS,y,stim_80_y_u.jpg,test,643.2189348000029,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,BOUND,O,n,n,1,0,1,0,0,29,29,29,a,,yellow,,,,,,2,645.6789820999984,647.7457324999996,80,BOUND,b,stim_80_b_u.jpg,test,647.7457324999996,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,PPS,S,y,n,1,0,1,0,0,30,30,30,a,,yellow,,,,,,4,650.208114699999,654.2893754999968,35,PPS,y,stim_35_y_u.jpg,filler,654.2893754999968,None,656.733980099998,656.733980099998,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,PPS,O,n,n,1,0,1,0,0,31,31,31,a,,yellow,,,,,,2,657.933635399997,660.0062724000018,30,PPS,b,stim_30_b_u.jpg,test,660.0062724000018,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,EPS,S,n,n,1,0,1,0,0,32,32,32,a,,yellow,,,,,,2,662.4627935999961,664.5305413999959,85,EPS,y,stim_85_y_u.jpg,test,664.5305413999959,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,BOUND,O,n,n,1,0,1,0,0,33,33,33,a,,yellow,,,,,,2,666.9921216000002,669.0731317999962,85,BOUND,b,stim_85_b_u.jpg,test,669.0731317999962,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,EPS,S,y,n,1,0,1,0,0,34,34,34,a,,yellow,,,,,,2,671.5217047999977,673.589000400003,85,EPS,y,stim_85_y_u.jpg,filler,673.589000400003,b,676.0507731999969,676.0507731999969,0.576189899999008,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,BOUND,S,n,n,1,0,1,0,0,35,35,35,a,,yellow,,,,,,10,677.2494297000012,687.314773099999,85,BOUND,y,stim_85_y_u.jpg,test,687.314773099999,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,PPS,O,n,n,1,0,1,0,0,36,36,36,a,,yellow,,,,,,4,689.7705978000013,693.8551315000004,30,PPS,b,stim_30_b_u.jpg,test,693.8551315000004,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,PPS,S,n,n,1,0,1,0,0,37,37,37,a,,yellow,,,,,,2,696.2979090000008,698.3639572999964,30,PPS,y,stim_30_y_u.jpg,test,698.3639572999964,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,PPS,O,n,n,1,0,1,0,0,38,38,38,a,,yellow,,,,,,2,700.8282069999987,702.9070726999998,30,PPS,b,stim_30_b_u.jpg,test,702.9070726999998,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,PPS,S,n,n,1,0,1,0,0,39,39,39,a,,yellow,,,,,,4,705.3568264999994,709.4263309000016,35,PPS,y,stim_35_y_u.jpg,test,709.4263309000016,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,PPS,O,n,n,1,0,1,0,0,40,40,40,a,,yellow,,,,,,2,711.8837933999966,713.9562619999997,35,PPS,b,stim_35_b_u.jpg,test,713.9562619999997,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,EPS,O,n,n,1,0,1,0,0,41,41,41,a,,yellow,,,,,,4,716.4129086999965,720.4796972999975,80,EPS,b,stim_80_b_u.jpg,test,720.4796972999975,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,PPS,S,n,n,1,0,1,0,0,42,42,42,a,,yellow,,,,,,4,722.9395717000007,727.0060589999994,35,PPS,y,stim_35_y_u.jpg,test,727.0060589999994,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,PPS,S,n,n,1,0,1,0,0,43,43,43,a,,yellow,,,,,,2,729.4672871000002,731.562490999997,35,PPS,y,stim_35_y_u.jpg,test,731.562490999997,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,EPS,S,n,n,1,0,1,0,0,44,44,44,a,,yellow,,,,,,2,733.9966065999979,736.0647586999985,85,EPS,y,stim_85_y_u.jpg,test,736.0647586999985,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,EPS,S,n,n,1,0,1,0,0,45,45,45,a,,yellow,,,,,,6,738.5253420000008,744.5971578000026,85,EPS,y,stim_85_y_u.jpg,test,744.5971578000026,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,EPS,O,n,n,1,0,1,0,0,46,46,46,a,,yellow,,,,,,2,747.0511763999966,749.150473499998,80,EPS,b,stim_80_b_u.jpg,test,749.150473499998,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,EPS,O,n,n,1,0,1,0,0,47,47,47,a,,yellow,,,,,,2,751.5801510000019,753.6508850999962,85,EPS,b,stim_85_b_u.jpg,test,753.6508850999962,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,PPS,O,n,n,1,0,1,0,0,48,48,48,a,,yellow,,,,,,4,756.1098692000014,760.175344700001,35,PPS,b,stim_35_b_u.jpg,test,760.175344700001,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
2,BOUND,O,y,n,1,0,1,0,0,49,49,49,a,,yellow,,,,,,2,762.6361545999971,764.7276023000013,35,BOUND,b,stim_35_b_u.jpg,filler,764.7276023000013,None,767.165004100003,767.165004100003,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,PPS,S,n,n,1,0,1,0,0,50,50,50,a,,yellow,,,,,,2,768.3641200999991,770.4198031999986,35,PPS,y,stim_35_y_u.jpg,test,770.4198031999986,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,PPS,O,n,n,1,0,1,0,0,51,51,51,a,,yellow,,,,,,6,772.8930371999959,778.9711991000004,35,PPS,b,stim_35_b_u.jpg,test,778.9711991000004,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,BOUND,S,n,n,1,0,1,0,0,52,52,52,a,,yellow,,,,,,2,781.4192910999991,783.485729400003,35,BOUND,y,stim_35_y_u.jpg,test,783.485729400003,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,EPS,O,n,n,1,0,1,0,0,53,53,53,a,,yellow,,,,,,6,785.9477241999994,792.0337553999998,85,EPS,b,stim_85_b_u.jpg,test,792.0337553999998,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,EPS,O,n,n,1,0,1,0,0,54,54,54,a,,yellow,,,,,,4,794.4733988000007,798.5488845,85,EPS,b,stim_85_b_u.jpg,test,798.5488845,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,EPS,O,y,n,1,0,1,0,0,55,55,55,a,,yellow,,,,,,4,801.0002892999983,805.0654968000017,85,EPS,b,stim_85_b_u.jpg,filler,805.0654968000017,b,807.5273738999967,807.5273738999967,0.6350980999995954,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,PPS,O,n,n,1,0,1,0,0,56,56,56,a,,yellow,,,,,,4,808.7261548000024,812.8119560999985,35,PPS,b,stim_35_b_u.jpg,test,812.8119560999985,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,EPS,O,n,n,1,0,1,0,0,57,57,57,a,,yellow,,,,,,4,815.2540154000017,819.3228340999995,85,EPS,b,stim_85_b_u.jpg,test,819.3228340999995,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,EPS,S,n,n,1,0,1,0,0,58,58,58,a,,yellow,,,,,,2,821.7815103999965,823.8669265999997,85,EPS,y,stim_85_y_u.jpg,test,823.8669265999997,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
3,BOUND,O,n,y,1,0,1,0,0,59,59,59,a,,yellow,,,,,,2,826.3103441999992,828.3916427000004,85,BOUND,b,stim_85_b_u.jpg,test,828.3916427000004,None,,,,F0101,yellow,a,50,2023-09-28_19h49.22.432,Ownership,2023.1.2,60.11855378708534,
,,,,,,,,,,,,,,,,,830.8394677999968,830.8394677999968,830.8394677999968,0.00022220000391826034,,,,,,,,,,,,,,,,,,,,,,
