dist,space,own,resp,Midbreak,LoopTask.thisRepN,LoopTask.thisTrialN,LoopTask.thisN,LoopTask.thisIndex,Bloc_1.thisRepN,Bloc_1.thisTrialN,Bloc_1.thisN,Bloc_1.thisIndex,KeyA,KeyB,Owner,Other,key_instruct.started,text_norm_2.started,image.started,picload.started,jitter,Mask_2.started,Mask_2.stopped,pos,space,col,name,trialtype,Stim.started,key_resp.keys,text_2.started,key_resp.started,TextEnd.started,key_instruct_3.started,participant,Owner,KeyA,threshold,date,expName,psychopyVersion,frameRate,
1,BOUND,O,y,n,0,0,0,0,0,40,40,40,b,,blue,,,,,,2,299.20094769999923,301.2502181999989,35,BOUND,y,stim_35_y_u.jpg,filler,301.2502181999989,None,303.72691089999716,303.72691089999716,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,EPS,O,n,n,0,0,0,0,0,41,41,41,b,,blue,,,,,,4,304.92874449999726,308.97583060000034,85,EPS,y,stim_85_y_u.jpg,test,308.97583060000034,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,EPS,O,n,n,0,0,0,0,0,42,42,42,b,,blue,,,,,,4,311.45592789999864,315.4989725999985,85,EPS,y,stim_85_y_u.jpg,test,315.4989725999985,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
2,PPS,S,n,n,0,0,0,0,0,43,43,43,b,,blue,,,,,,2,317.983295799997,320.0287224999993,30,PPS,b,stim_30_b_u.jpg,test,320.0287224999993,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
2,PPS,S,n,n,0,0,0,0,0,44,44,44,b,,blue,,,,,,2,322.5125679999983,324.5603809999993,30,PPS,b,stim_30_b_u.jpg,test,324.5603809999993,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
2,BOUND,S,n,n,0,0,0,0,0,45,45,45,b,,blue,,,,,,6,327.0413435999981,333.0843515999986,30,BOUND,b,stim_30_b_u.jpg,test,333.0843515999986,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,EPS,S,n,n,0,0,0,0,0,46,46,46,b,,blue,,,,,,2,335.56685639999705,337.60877179999807,85,EPS,b,stim_85_b_u.jpg,test,337.60877179999807,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,PPS,S,n,n,0,0,0,0,0,47,47,47,b,,blue,,,,,,2,340.0960754999978,342.1356453999979,35,PPS,b,stim_35_b_u.jpg,test,342.1356453999979,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
2,PPS,O,y,n,0,0,0,0,0,48,48,48,b,,blue,,,,,,4,344.6253298999982,348.68013869999777,30,PPS,y,stim_30_y_u.jpg,filler,348.68013869999777,None,351.14948079999886,351.14948079999886,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,PPS,S,n,n,0,0,0,0,0,49,49,49,b,,blue,,,,,,2,352.350909599998,354.3907959999997,35,PPS,b,stim_35_b_u.jpg,test,354.3907959999997,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
